"device_id";"device_type";"manufacturer";"model";"country";"failure_event_count";"downtime";"maintenance_cost";"maintenance_frequency";"maintenance_class";"risk_score"
"MD00351";"MRI Scanner";"ImagingTech";"Model-200";"UK";3;10.94;11551.29;2;2;37.49
"MD00352";"Defibrillator";"UltraMed";"Model-450";"Japan";3;9.49;8025.27;2;2;32.52
"MD00353";"Defibrillator";"UltraMed";"Model-400";"Canada";4;12.25;4903.31;4;2;37.15
"MD00354";"X-Ray Machine";"MedEquip";"Model-650";"France";0;13.62;9182.67;2;2;22.8
"MD00355";"PET Scanner";"ScanPro";"Model-400";"Italy";2;5.0;9532.41;1;2;24.53
"MD00356";"MRI Scanner";"ImagingTech";"Model-100";"UK";2;9.78;6217.46;3;1;26.0
"MD00358";"Defibrillator";"ImagingTech";"Model-300";"Canada";2;17.05;7657.22;4;2;34.71
"MD00360";"X-Ray Machine";"MedEquip";"Model-400";"Italy";2;10.61;6394.06;3;1;27.0
"MD00363";"PET Scanner";"ScanPro";"Model-550";"Japan";0;12.42;10507.25;3;3;22.93
"MD00364";"MRI Scanner";"MedEquip";"Model-100";"France";3;26.84;24951.97;2;3;66.79
"MD00365";"PET Scanner";"ImagingTech";"Model-300";"Canada";1;15.05;10507.91;3;3;30.56
"MD00366";"Infusion Pump";"ScanPro";"Model-550";"UK";2;14.81;17972.24;5;3;42.78
"MD00367";"Infusion Pump";"ImagingTech";"Model-250";"France";4;6.74;4983.27;2;2;31.72
"MD00368";"CT Scanner";"UltraMed";"Model-350";"USA";2;18.72;21076.86;3;3;49.8
"MD00369";"Defibrillator";"ImagingTech";"Model-250";"USA";2;22.49;16991.67;2;3;49.48
"MD00370";"PET Scanner";"UltraMed";"Model-100";"Canada";2;5.02;6929.79;1;1;21.95
"MD00371";"CT Scanner";"UltraMed";"Model-200";"UK";2;8.86;5695.15;4;1;24.56
"MD00372";"Infusion Pump";"ImagingTech";"Model-400";"France";0;12.96;19930.46;1;3;32.89
"MD00373";"X-Ray Machine";"MedEquip";"Model-350";"Italy";4;13.18;4244.98;2;2;37.42
"MD00374";"MRI Scanner";"RescueTech";"Model-100";"Japan";2;7.67;4727.63;1;2;22.4
"MD00378";"X-Ray Machine";"MedEquip";"Model-500";"France";1;2.79;5383.33;3;1;13.17
"MD00379";"MRI Scanner";"ImagingTech";"Model-400";"France";0;14.33;5308.27;2;3;19.64
"MD00380";"CT Scanner";"MedEquip";"Model-500";"Italy";2;2.66;9385.96;2;1;22.05
"MD00381";"PET Scanner";"RescueTech";"Model-150";"Japan";2;20.56;10228.81;2;3;40.79
"MD00384";"Infusion Pump";"ScanPro";"Model-550";"Italy";0;10.31;10259.46;3;3;20.57
"MD00385";"MRI Scanner";"RescueTech";"Model-650";"Japan";2;9.33;6096.83;2;2;25.43
"MD00386";"Infusion Pump";"ScanPro";"Model-350";"USA";1;3.81;4651.65;2;2;13.46
"MD00389";"X-Ray Machine";"MedEquip";"Model-600";"UK";3;6.73;4969.81;4;1;26.7
"MD00392";"X-Ray Machine";"ScanPro";"Model-250";"Japan";3;15.89;17675.56;3;2;48.57
"MD00393";"Infusion Pump";"CardioSync";"Model-100";"Italy";1;7.86;-63.95;4;1;12.8
"MD00394";"Defibrillator";"ImagingTech";"Model-250";"Japan";6;8.36;633.83;1;1;38.99
"MD00395";"Infusion Pump";"CardioSync";"Model-500";"USA";5;15.19;9889.58;2;2;50.08
"MD00396";"CT Scanner";"MedEquip";"Model-550";"Canada";3;3.53;5600.11;5;1;24.13
"MD00397";"MRI Scanner";"UltraMed";"Model-650";"UK";0;2.97;3411.55;1;1;6.38
"MD00398";"PET Scanner";"MedEquip";"Model-550";"UK";2;11.28;10193.35;3;2;31.47
"MD00399";"Defibrillator";"ScanPro";"Model-600";"France";6;24.27;23434.75;1;3;77.7
"MD00400";"MRI Scanner";"UltraMed";"Model-550";"France";4;16.15;3930.66;5;2;40.08
"MD00403";"MRI Scanner";"MedEquip";"Model-400";"UK";3;5.33;678.46;3;1;21.01
"MD00405";"PET Scanner";"UltraMed";"Model-400";"Italy";7;6.41;15966.94;5;3;57.38
"MD00406";"PET Scanner";"CardioSync";"Model-450";"Italy";1;9.78;4642.43;5;2;19.42
"MD00407";"Infusion Pump";"MedEquip";"Model-150";"Italy";2;30.11;26168.73;2;3;66.28
"MD00409";"MRI Scanner";"UltraMed";"Model-300";"UK";4;24.17;12201.28;1;3;56.37
"MD00411";"CT Scanner";"MedEquip";"Model-400";"Canada";0;5.63;6153.03;1;1;11.78
"MD00412";"PET Scanner";"CardioSync";"Model-550";"UK";4;9.49;14860.48;2;2;44.35
"MD00414";"Defibrillator";"ImagingTech";"Model-350";"UK";0;10.13;-1550.32;1;2;8.58
"MD00418";"CT Scanner";"MedEquip";"Model-650";"Canada";5;16.09;11615.35;3;3;52.71
"MD00419";"CT Scanner";"CardioSync";"Model-200";"USA";1;4.39;103.29;3;2;9.49
"MD00420";"CT Scanner";"CardioSync";"Model-450";"UK";1;7.54;5277.71;5;1;17.82
"MD00421";"Defibrillator";"UltraMed";"Model-350";"UK";1;6.21;3845.37;2;1;15.06
"MD00422";"X-Ray Machine";"ScanPro";"Model-650";"Italy";2;4.43;6290.27;4;1;20.72
"MD00423";"MRI Scanner";"ScanPro";"Model-200";"USA";2;16.54;11091.31;2;2;37.63
"MD00424";"X-Ray Machine";"CardioSync";"Model-300";"Japan";7;10.47;1161.04;2;1;46.63
"MD00425";"Defibrillator";"UltraMed";"Model-600";"France";4;8.17;6553.38;3;1;34.72
"MD00428";"Defibrillator";"ScanPro";"Model-300";"USA";0;9.8;6914.77;2;2;16.71
"MD00429";"PET Scanner";"CardioSync";"Model-150";"Italy";1;5.52;18125.13;2;3;28.65
"MD00430";"Defibrillator";"ImagingTech";"Model-250";"Canada";3;2.14;4188.04;1;1;21.33
"MD00431";"CT Scanner";"RescueTech";"Model-350";"UK";2;11.24;4325.51;1;2;25.57
"MD00432";"Infusion Pump";"CardioSync";"Model-550";"Canada";2;8.19;2501.02;1;1;20.69
"MD00434";"Infusion Pump";"ScanPro";"Model-350";"France";3;7.56;5912.37;5;1;28.47
"MD00435";"X-Ray Machine";"UltraMed";"Model-300";"Canada";2;2.94;9024.66;5;2;21.96
"MD00436";"Defibrillator";"ImagingTech";"Model-500";"USA";3;17.81;24102.82;4;3;56.91
"MD00437";"CT Scanner";"ScanPro";"Model-100";"Canada";2;4.14;6396.09;3;1;20.54
"MD00438";"Infusion Pump";"ScanPro";"Model-650";"Italy";2;9.41;6431.9;2;1;25.84
"MD00439";"CT Scanner";"CardioSync";"Model-650";"Canada";2;3.45;8652.98;3;2;22.1
"MD00440";"CT Scanner";"ImagingTech";"Model-550";"Japan";0;17.74;11263.44;3;2;29.0
"MD00441";"X-Ray Machine";"MedEquip";"Model-250";"Canada";3;5.38;13967.45;2;3;34.35
"MD00442";"Infusion Pump";"ScanPro";"Model-300";"Canada";0;5.76;6078.07;5;1;11.84
"MD00443";"MRI Scanner";"RescueTech";"Model-400";"UK";0;5.33;7059.92;5;1;12.39
"MD00445";"Infusion Pump";"MedEquip";"Model-450";"Italy";3;14.5;9758.44;1;2;39.26
"MD00446";"Defibrillator";"ScanPro";"Model-500";"Canada";0;8.03;16393.93;2;2;24.42
"MD00447";"MRI Scanner";"MedEquip";"Model-200";"Canada";2;16.59;13650.94;1;3;40.24
"MD00448";"CT Scanner";"UltraMed";"Model-100";"Canada";1;13.45;19356.97;1;3;37.81
"MD00449";"PET Scanner";"CardioSync";"Model-100";"Japan";3;3.6;10159.52;3;1;28.76
"MD00450";"Infusion Pump";"MedEquip";"Model-500";"Italy";1;12.1;10288.79;4;2;27.39
"MD00451";"CT Scanner";"ImagingTech";"Model-100";"France";1;10.32;1632.75;4;2;16.95
"MD00452";"Infusion Pump";"UltraMed";"Model-350";"Italy";3;4.3;5510.2;5;2;24.81
"MD00453";"MRI Scanner";"ScanPro";"Model-450";"Italy";1;12.65;13040.98;2;2;30.69
"MD00455";"Infusion Pump";"RescueTech";"Model-300";"Italy";1;1.48;281.18;5;1;6.76
"MD00456";"CT Scanner";"RescueTech";"Model-250";"France";1;22.06;22192.54;2;3;49.25
"MD00458";"PET Scanner";"ScanPro";"Model-550";"USA";3;28.66;2824.88;5;3;46.48
"MD00460";"CT Scanner";"UltraMed";"Model-650";"Italy";3;5.52;18075.28;3;3;38.6
"MD00462";"CT Scanner";"ScanPro";"Model-600";"Japan";1;14.33;6324.87;3;2;25.65
"MD00463";"X-Ray Machine";"MedEquip";"Model-300";"France";2;10.31;10870.76;4;2;31.18
"MD00465";"X-Ray Machine";"RescueTech";"Model-450";"Italy";1;9.86;5635.24;4;1;20.5
"MD00466";"CT Scanner";"ImagingTech";"Model-600";"France";1;11.38;6508.06;2;2;22.89
"MD00467";"MRI Scanner";"RescueTech";"Model-450";"UK";2;18.89;3081.31;2;2;31.97
"MD00469";"X-Ray Machine";"ScanPro";"Model-550";"France";6;9.58;10573.42;1;2;50.15
"MD00470";"Infusion Pump";"MedEquip";"Model-250";"Canada";3;15.02;16466.82;4;3;46.49
"MD00473";"Defibrillator";"MedEquip";"Model-550";"Japan";1;3.79;7087.88;1;1;15.88
"MD00474";"MRI Scanner";"ScanPro";"Model-650";"France";2;16.1;10754.82;5;2;36.85
"MD00475";"X-Ray Machine";"RescueTech";"Model-500";"Canada";4;8.52;3852.31;5;1;32.37
"MD00476";"Defibrillator";"MedEquip";"Model-300";"USA";0;1.73;3887.97;5;1;5.62
"MD00477";"X-Ray Machine";"CardioSync";"Model-300";"UK";2;23.81;22384.79;3;3;56.19
"MD00478";"MRI Scanner";"UltraMed";"Model-100";"France";2;9.63;12139.83;2;2;31.77
"MD00479";"MRI Scanner";"CardioSync";"Model-350";"UK";3;13.77;7780.1;1;2;36.55
"MD00480";"MRI Scanner";"CardioSync";"Model-200";"USA";1;4.72;4250.4;1;1;13.97
"MD00481";"Defibrillator";"UltraMed";"Model-250";"USA";1;10.03;5573.88;1;2;20.6
"MD00482";"CT Scanner";"CardioSync";"Model-300";"UK";1;9.31;5650.86;5;1;19.96
"MD00483";"PET Scanner";"ScanPro";"Model-300";"Japan";2;5.2;10698.9;4;2;25.9
"MD00485";"Defibrillator";"UltraMed";"Model-150";"USA";2;14.0;25510.65;5;3;49.51
"MD00486";"MRI Scanner";"MedEquip";"Model-100";"Japan";3;7.3;6798.95;5;2;29.1
"MD00488";"PET Scanner";"ScanPro";"Model-650";"USA";3;4.03;10456.15;5;2;29.49
"MD00490";"PET Scanner";"UltraMed";"Model-350";"France";0;10.88;6309.71;4;2;17.19
"MD00492";"Defibrillator";"RescueTech";"Model-200";"Italy";3;3.04;17643.5;1;2;35.68
"MD00494";"Defibrillator";"ImagingTech";"Model-550";"France";4;18.05;8330.74;2;3;46.38
"MD00496";"PET Scanner";"ScanPro";"Model-550";"France";6;11.24;1484.45;5;2;42.72
"MD00497";"Defibrillator";"ImagingTech";"Model-250";"USA";2;3.88;3865.87;2;1;17.75
"MD00498";"Defibrillator";"ImagingTech";"Model-500";"UK";2;25.45;11476.86;1;3;46.93
"MD00499";"MRI Scanner";"CardioSync";"Model-150";"France";3;26.88;18194.41;2;3;60.07
"MD00501";"X-Ray Machine";"UltraMed";"Model-600";"UK";2;8.91;5833.26;5;2;24.74
"MD00502";"X-Ray Machine";"RescueTech";"Model-550";"Italy";2;1.61;8546.06;4;1;20.16
"MD00503";"Defibrillator";"ImagingTech";"Model-150";"Canada";3;4.07;6672.25;2;1;25.74
"MD00504";"MRI Scanner";"MedEquip";"Model-250";"UK";1;7.08;9441.85;2;2;21.52
"MD00505";"Infusion Pump";"UltraMed";"Model-400";"France";1;22.07;14360.09;1;3;41.43
"MD00506";"X-Ray Machine";"RescueTech";"Model-650";"UK";2;23.51;22648.9;4;3;56.16
"MD00507";"Defibrillator";"RescueTech";"Model-150";"UK";1;5.61;12114.38;4;2;22.72
"MD00508";"Infusion Pump";"RescueTech";"Model-650";"France";3;4.73;16067.03;1;3;35.8
"MD00512";"Infusion Pump";"CardioSync";"Model-350";"France";0;11.91;7404.54;5;2;19.31
"MD00513";"X-Ray Machine";"ImagingTech";"Model-650";"USA";0;3.76;5127.5;2;1;8.89
"MD00514";"Infusion Pump";"ScanPro";"Model-350";"Canada";2;5.14;18088.45;5;3;33.23
"MD00515";"Infusion Pump";"UltraMed";"Model-350";"UK";2;1.96;5226.73;4;1;17.19
"MD00516";"Infusion Pump";"ImagingTech";"Model-100";"Italy";2;9.1;2737.22;4;1;21.84
"MD00517";"Defibrillator";"CardioSync";"Model-650";"Japan";3;5.5;17414.58;5;3;37.91
"MD00519";"PET Scanner";"ScanPro";"Model-650";"UK";1;8.75;4995.08;4;1;18.75
"MD00520";"Defibrillator";"RescueTech";"Model-650";"Canada";3;7.93;1508.07;3;1;24.44
"MD00521";"X-Ray Machine";"MedEquip";"Model-350";"Japan";2;11.91;12510.75;4;2;34.42
"MD00522";"CT Scanner";"RescueTech";"Model-600";"UK";2;9.88;5396.44;3;1;25.28
"MD00523";"MRI Scanner";"ScanPro";"Model-150";"Italy";3;12.55;6957.21;1;2;34.51
"MD00524";"CT Scanner";"CardioSync";"Model-250";"Italy";0;6.59;8396.41;3;2;14.99
"MD00526";"PET Scanner";"CardioSync";"Model-600";"UK";1;8.35;3210.87;3;1;16.56
"MD00527";"Defibrillator";"ScanPro";"Model-250";"UK";1;17.89;10432.0;3;2;33.32
"MD00528";"MRI Scanner";"CardioSync";"Model-350";"UK";2;5.86;11482.62;2;3;27.34
"MD00530";"PET Scanner";"MedEquip";"Model-550";"Canada";2;19.16;4403.97;2;3;33.56
"MD00531";"Infusion Pump";"ImagingTech";"Model-400";"Italy";1;15.66;2159.17;3;2;22.82
"MD00532";"MRI Scanner";"RescueTech";"Model-500";"Japan";1;11.65;8495.32;1;2;25.15
"MD00533";"X-Ray Machine";"CardioSync";"Model-650";"Canada";0;5.95;4230.55;5;2;10.18
"MD00534";"CT Scanner";"RescueTech";"Model-150";"UK";0;13.91;16286.97;2;3;30.2
"MD00535";"PET Scanner";"CardioSync";"Model-550";"USA";2;8.03;10410.32;5;3;28.44
"MD00536";"Infusion Pump";"CardioSync";"Model-100";"USA";3;12.77;9915.17;2;2;37.69
"MD00537";"PET Scanner";"RescueTech";"Model-100";"Japan";1;20.08;13994.36;1;3;39.07
"MD00538";"CT Scanner";"ImagingTech";"Model-600";"Japan";2;22.98;10298.2;2;3;43.28
"MD00540";"X-Ray Machine";"ImagingTech";"Model-200";"Japan";3;14.9;4877.4;2;3;34.78
"MD00541";"X-Ray Machine";"ImagingTech";"Model-450";"Japan";0;22.49;10208.17;2;3;32.7
"MD00542";"X-Ray Machine";"MedEquip";"Model-550";"UK";2;6.7;14657.17;1;2;31.36
"MD00543";"Defibrillator";"ScanPro";"Model-150";"France";2;7.67;6174.0;3;1;23.84
"MD00546";"Defibrillator";"RescueTech";"Model-350";"UK";0;13.36;11738.87;2;2;25.1
"MD00547";"PET Scanner";"RescueTech";"Model-250";"UK";1;3.49;3533.33;2;2;12.02
"MD00550";"PET Scanner";"MedEquip";"Model-650";"UK";4;1.36;3419.8;4;1;24.78
"MD00551";"CT Scanner";"CardioSync";"Model-550";"UK";3;2.15;8621.92;2;1;25.77
"MD00552";"Defibrillator";"ImagingTech";"Model-250";"Canada";5;16.05;930.22;4;3;41.98
"MD00553";"Defibrillator";"ImagingTech";"Model-300";"UK";2;13.68;10667.56;4;2;34.35
"MD00554";"Defibrillator";"ImagingTech";"Model-500";"UK";3;15.27;9708.43;5;2;39.98
"MD00555";"Defibrillator";"ScanPro";"Model-400";"France";0;10.33;20675.27;5;3;31.01
"MD00556";"X-Ray Machine";"UltraMed";"Model-550";"Japan";3;6.55;466.03;1;1;22.02
"MD00557";"Defibrillator";"CardioSync";"Model-300";"Canada";2;11.36;4169.63;2;2;25.53
"MD00558";"Defibrillator";"RescueTech";"Model-450";"Canada";0;8.99;9719.92;4;3;18.71
"MD00561";"Defibrillator";"CardioSync";"Model-500";"UK";2;13.03;14811.56;1;3;37.84
"MD00562";"X-Ray Machine";"UltraMed";"Model-200";"France";3;16.02;13329.78;5;2;44.35
"MD00565";"Infusion Pump";"ScanPro";"Model-350";"UK";4;3.62;19405.61;5;2;43.03
"MD00567";"X-Ray Machine";"CardioSync";"Model-100";"USA";0;30.33;7795.29;4;3;38.13
"MD00568";"CT Scanner";"MedEquip";"Model-250";"Japan";2;2.6;7911.25;2;1;20.51
"MD00569";"MRI Scanner";"UltraMed";"Model-100";"USA";3;15.7;-766.06;5;2;29.93
"MD00571";"MRI Scanner";"MedEquip";"Model-500";"France";2;5.21;5796.62;1;2;21.01
"MD00573";"X-Ray Machine";"ScanPro";"Model-500";"UK";2;6.18;3887.19;5;1;20.07
"MD00574";"CT Scanner";"CardioSync";"Model-300";"Japan";1;7.12;5144.19;1;1;17.26
"MD00575";"X-Ray Machine";"RescueTech";"Model-550";"UK";1;31.2;15935.55;2;3;52.14
"MD00576";"PET Scanner";"RescueTech";"Model-250";"Canada";2;5.48;9087.91;5;2;24.57
"MD00577";"Infusion Pump";"ImagingTech";"Model-400";"Canada";1;6.93;3649.05;1;1;15.58
"MD00578";"Defibrillator";"ImagingTech";"Model-450";"UK";4;18.66;22938.82;4;3;61.6
"MD00580";"Defibrillator";"CardioSync";"Model-100";"Canada";3;22.53;24029.29;3;3;61.56
"MD00582";"CT Scanner";"UltraMed";"Model-200";"Canada";0;11.19;2353.17;5;1;13.54
"MD00585";"X-Ray Machine";"RescueTech";"Model-650";"Canada";0;7.03;6283.98;5;1;13.31
"MD00586";"MRI Scanner";"ScanPro";"Model-550";"Canada";4;10.35;14268.86;3;2;44.62
"MD00587";"MRI Scanner";"UltraMed";"Model-250";"France";4;14.74;9779.95;3;2;44.52
"MD00588";"X-Ray Machine";"ImagingTech";"Model-150";"Japan";1;12.64;7503.4;2;2;25.14
"MD00589";"CT Scanner";"RescueTech";"Model-100";"Italy";4;9.34;13431.8;4;3;42.77
"MD00590";"Infusion Pump";"MedEquip";"Model-150";"Canada";3;7.39;8670.0;4;2;31.06
"MD00591";"CT Scanner";"MedEquip";"Model-550";"France";1;2.98;9536.84;2;2;17.52
"MD00592";"X-Ray Machine";"CardioSync";"Model-500";"Italy";2;13.93;1066.24;5;2;25.0
"MD00593";"Infusion Pump";"ScanPro";"Model-450";"Canada";3;17.41;11404.27;5;2;43.81
"MD00594";"Defibrillator";"MedEquip";"Model-250";"UK";0;5.31;7314.36;1;1;12.62
"MD00595";"CT Scanner";"ScanPro";"Model-650";"France";2;8.19;18876.64;5;3;37.07
"MD00596";"Defibrillator";"ScanPro";"Model-650";"France";3;22.66;981.8;5;3;38.64
"MD00597";"Infusion Pump";"UltraMed";"Model-250";"UK";5;6.8;5244.92;3;1;37.04
"MD00598";"Infusion Pump";"ScanPro";"Model-500";"Canada";2;16.34;10806.81;5;2;37.15
"MD00600";"PET Scanner";"MedEquip";"Model-250";"Italy";4;1.37;5768.32;2;1;27.14
"MD00601";"MRI Scanner";"MedEquip";"Model-100";"France";3;5.44;1774.12;5;1;22.21
"MD00602";"CT Scanner";"ImagingTech";"Model-500";"UK";1;1.89;1145.75;1;1;8.04
"MD00603";"X-Ray Machine";"ImagingTech";"Model-200";"France";1;8.25;13447.47;1;3;26.7
"MD00604";"X-Ray Machine";"ScanPro";"Model-250";"France";0;7.87;6281.9;3;1;14.15
"MD00605";"X-Ray Machine";"RescueTech";"Model-200";"Japan";1;9.44;18630.97;2;3;33.07
"MD00606";"Defibrillator";"ScanPro";"Model-400";"Canada";2;8.94;9120.94;3;2;28.06
"MD00607";"PET Scanner";"RescueTech";"Model-600";"Canada";5;3.3;11779.62;2;2;40.08
"MD00608";"PET Scanner";"ScanPro";"Model-500";"UK";3;2.52;5515.35;1;1;23.04
"MD00609";"MRI Scanner";"RescueTech";"Model-500";"France";0;25.02;5384.24;4;3;30.4
"MD00610";"PET Scanner";"CardioSync";"Model-350";"UK";1;7.0;4324.68;5;1;16.32
"MD00612";"MRI Scanner";"ImagingTech";"Model-500";"Japan";2;4.25;3240.88;3;2;17.49
"MD00614";"MRI Scanner";"UltraMed";"Model-200";"France";3;5.13;18365.69;5;3;38.5
"MD00615";"Defibrillator";"ScanPro";"Model-150";"Canada";3;2.7;5620.65;1;2;23.32
"MD00617";"Infusion Pump";"ImagingTech";"Model-200";"Italy";2;8.74;3782.9;3;2;22.52
"MD00618";"Defibrillator";"RescueTech";"Model-350";"Italy";1;2.67;3316.35;1;1;10.99
"MD00620";"MRI Scanner";"RescueTech";"Model-650";"USA";1;8.77;7005.73;5;1;20.78
"MD00622";"CT Scanner";"MedEquip";"Model-300";"USA";2;7.29;7789.36;1;2;25.08
"MD00623";"CT Scanner";"ScanPro";"Model-100";"USA";2;2.63;2671.23;3;1;15.3
"MD00625";"PET Scanner";"RescueTech";"Model-400";"UK";1;15.4;5848.14;4;2;26.25
"MD00626";"CT Scanner";"CardioSync";"Model-650";"France";3;4.15;5232.46;5;1;24.38
"MD00627";"X-Ray Machine";"RescueTech";"Model-400";"Italy";1;7.49;12221.65;2;2;24.71
"MD00628";"PET Scanner";"UltraMed";"Model-150";"Japan";0;4.89;12033.92;3;3;16.92
"MD00630";"Defibrillator";"CardioSync";"Model-650";"France";0;16.01;3062.63;1;3;19.07
"MD00631";"MRI Scanner";"MedEquip";"Model-450";"Canada";0;29.77;5606.39;1;3;35.38
"MD00632";"Defibrillator";"ImagingTech";"Model-500";"France";1;13.48;12902.71;2;3;31.38
"MD00633";"MRI Scanner";"UltraMed";"Model-500";"UK";3;7.08;6450.82;3;1;28.53
"MD00638";"Defibrillator";"RescueTech";"Model-150";"Canada";3;8.13;15040.02;5;3;38.17
"MD00640";"Defibrillator";"RescueTech";"Model-450";"Italy";4;28.27;17777.11;3;3;66.05
"MD00641";"Infusion Pump";"MedEquip";"Model-650";"Japan";0;3.87;10748.43;2;2;14.62
"MD00643";"Infusion Pump";"ImagingTech";"Model-100";"UK";1;16.85;4094.76;2;2;25.94
"MD00644";"PET Scanner";"RescueTech";"Model-300";"Japan";2;27.52;19404.02;5;3;56.92
"MD00645";"PET Scanner";"ScanPro";"Model-100";"USA";1;7.09;7572.73;2;1;19.66
"MD00646";"Infusion Pump";"ScanPro";"Model-650";"Italy";3;1.41;6510.01;1;1;22.92
"MD00647";"MRI Scanner";"ImagingTech";"Model-500";"Japan";2;1.75;6399.79;1;1;18.15
"MD00648";"CT Scanner";"ScanPro";"Model-600";"France";4;22.31;20823.31;2;3;63.13
"MD00649";"X-Ray Machine";"MedEquip";"Model-600";"Italy";3;4.19;5377.6;3;1;24.57
"MD00650";"Defibrillator";"MedEquip";"Model-600";"USA";4;7.75;10352.78;2;2;38.1
"MD00651";"MRI Scanner";"CardioSync";"Model-600";"Japan";1;2.85;2994.07;5;1;10.84
"MD00652";"PET Scanner";"MedEquip";"Model-650";"Canada";1;24.82;8742.18;4;3;38.56
"MD00653";"Defibrillator";"ScanPro";"Model-600";"Italy";2;1.88;4459.24;5;1;16.34
"MD00654";"MRI Scanner";"ImagingTech";"Model-650";"Canada";3;11.24;9861.9;4;1;36.1
"MD00655";"MRI Scanner";"ImagingTech";"Model-650";"Canada";2;15.47;6804.83;3;2;32.27
"MD00658";"MRI Scanner";"UltraMed";"Model-600";"Japan";1;8.46;22629.38;4;3;36.09
"MD00660";"Defibrillator";"ScanPro";"Model-600";"Canada";2;3.68;6805.39;2;1;20.49
"MD00661";"Infusion Pump";"MedEquip";"Model-200";"USA";0;8.51;6264.2;4;1;14.77
"MD00663";"MRI Scanner";"MedEquip";"Model-350";"USA";3;7.16;18377.36;1;3;40.54
"MD00664";"MRI Scanner";"CardioSync";"Model-100";"UK";1;16.98;4115.33;4;2;26.1
"MD00665";"PET Scanner";"ScanPro";"Model-250";"France";1;7.93;5626.25;2;1;18.56
"MD00666";"PET Scanner";"UltraMed";"Model-100";"USA";1;5.48;16181.66;2;3;26.66
"MD00667";"Defibrillator";"CardioSync";"Model-450";"Japan";2;10.59;10786.81;1;2;31.38
"MD00669";"Infusion Pump";"ImagingTech";"Model-300";"France";2;10.38;10746.5;2;2;31.13
"MD00670";"Infusion Pump";"MedEquip";"Model-350";"France";0;21.09;5752.7;5;3;26.84
"MD00671";"MRI Scanner";"RescueTech";"Model-500";"France";5;6.56;11403.64;1;2;42.96
"MD00673";"MRI Scanner";"RescueTech";"Model-600";"France";2;17.93;-5747.93;1;3;22.18
"MD00674";"Infusion Pump";"UltraMed";"Model-200";"France";4;14.56;8674.0;5;2;43.23
"MD00676";"Defibrillator";"ImagingTech";"Model-500";"France";2;7.26;8674.51;3;1;25.93
"MD00677";"X-Ray Machine";"MedEquip";"Model-100";"UK";1;5.61;10894.33;2;3;21.5
"MD00678";"Infusion Pump";"ScanPro";"Model-350";"Japan";2;15.67;8854.74;4;3;34.52
"MD00679";"X-Ray Machine";"MedEquip";"Model-650";"Italy";1;16.11;15688.1;5;3;36.8
"MD00680";"PET Scanner";"ImagingTech";"Model-100";"USA";5;6.79;8423.5;1;3;40.21
"MD00681";"MRI Scanner";"RescueTech";"Model-450";"Italy";2;10.04;2867.0;4;1;22.91
"MD00682";"MRI Scanner";"ScanPro";"Model-200";"UK";1;20.91;18134.91;1;3;44.04
"MD00683";"PET Scanner";"CardioSync";"Model-500";"France";2;8.77;3356.74;1;1;22.13
"MD00684";"MRI Scanner";"ScanPro";"Model-200";"Italy";3;6.55;4979.21;1;1;26.53
"MD00688";"X-Ray Machine";"ScanPro";"Model-300";"UK";3;10.6;10647.52;5;3;36.25
"MD00689";"Infusion Pump";"RescueTech";"Model-250";"Canada";2;19.09;7607.41;2;3;36.7
"MD00691";"Infusion Pump";"ImagingTech";"Model-150";"Italy";0;9.89;7400.95;2;2;17.29
"MD00693";"X-Ray Machine";"UltraMed";"Model-550";"Canada";0;17.34;20848.95;2;3;38.19
"MD00695";"Defibrillator";"UltraMed";"Model-650";"Canada";3;7.63;2398.98;2;1;25.03
"MD00696";"Infusion Pump";"ScanPro";"Model-400";"Italy";0;20.36;17233.46;1;3;37.59
"MD00697";"Infusion Pump";"RescueTech";"Model-450";"France";1;10.93;12337.97;1;2;28.27
"MD00698";"PET Scanner";"ImagingTech";"Model-150";"USA";2;9.19;6612.17;1;2;25.8
"MD00699";"CT Scanner";"RescueTech";"Model-100";"USA";2;1.97;2133.68;2;1;14.1
"MD00700";"Infusion Pump";"CardioSync";"Model-350";"Italy";2;12.92;8483.69;5;2;31.4
"MD00702";"PET Scanner";"MedEquip";"Model-100";"Japan";3;7.32;11494.49;3;2;33.81
"MD00703";"PET Scanner";"UltraMed";"Model-550";"Italy";1;7.88;9440.01;3;1;22.32
"MD00706";"Defibrillator";"UltraMed";"Model-650";"Japan";1;13.37;2929.75;5;2;21.3
"MD00707";"MRI Scanner";"UltraMed";"Model-650";"Canada";2;3.19;6508.62;4;1;19.7
"MD00708";"PET Scanner";"ImagingTech";"Model-450";"Canada";1;5.94;12619.41;4;2;23.56
"MD00709";"MRI Scanner";"ImagingTech";"Model-500";"Canada";1;17.0;13236.07;3;3;35.24
"MD00710";"X-Ray Machine";"MedEquip";"Model-300";"France";0;32.49;22342.49;2;3;54.83
"MD00711";"PET Scanner";"ScanPro";"Model-450";"Japan";1;7.33;2865.56;1;1;15.2
"MD00713";"Infusion Pump";"RescueTech";"Model-450";"UK";4;10.4;23765.51;3;3;54.17
"MD00714";"PET Scanner";"ImagingTech";"Model-500";"USA";1;10.03;9435.8;4;1;24.47
"MD00716";"Infusion Pump";"MedEquip";"Model-200";"France";2;14.25;13805.6;4;2;38.06
"MD00717";"PET Scanner";"MedEquip";"Model-500";"Canada";0;7.17;5914.02;2;2;13.08
